date,sleep_start,sleep_end,duration_hours,duration_minutes,snore_detected
2025-12-06,23:36:28,23:37:01,0,0,True
2025-12-06,23:46:17,23:46:37,0,0,True
2025-12-08,08:46:55,08:47:31,0,0,True
2025-12-19,10:09:15,10:09:16,0,0,True
